candle_time,open,close,high,low,volume
2013-04-29 08:00:00,134.63,144.0,148.5,113.42,9491.692087410025
2013-04-30 08:00:00,143.89,139.88,146.6752,133.89,10916.45401098006
2013-05-01 08:00:00,139.87,116.0,140.02,105.0,23869.06259774011
2013-05-02 08:00:00,116.75,106.6,127.18,90.414,29911.742035789932
2013-05-03 08:00:00,107.0,98.06,108.21,80.0,32551.051529309825
2013-05-04 08:00:00,98.5,112.5,115.959,93.356,15470.54031853008
2013-05-05 08:00:00,112.3,116.57,126.0,100.0,13363.780708440054
2013-05-06 08:00:00,116.587,112.0,124.3,106.0,12263.030821200064
2013-05-07 08:00:00,112.1,110.0,113.44,98.0,15053.73044354
2013-05-08 08:00:00,109.76,113.5,116.98,108.5,8804.37823946003
2013-05-09 08:00:00,113.495,112.669,113.5,108.23,3991.5678668900005
2013-05-10 08:00:00,112.653,117.87,122.5,111.4,7579.663836880023
2013-05-11 08:00:00,117.92,115.576,118.9,112.72,3841.9370868099954
2013-05-12 08:00:00,115.58,114.3,118.0,113.0,2745.733407739998
2013-05-13 08:00:00,115.97,117.979,118.97,114.07,2590.846160009995
2013-05-14 08:00:00,117.811,111.551,119.85,105.2,9787.138031739994
2013-05-15 08:00:00,110.7,108.95,117.0,103.45,9324.260079410044
2013-05-16 08:00:00,108.98,115.0,115.2,108.2,4796.423981250004
2013-05-17 08:00:00,115.0,117.62,122.0,112.35,5107.836759599999
2013-05-18 08:00:00,117.51,118.52,118.98,115.81001,2168.448581220001
2013-05-19 08:00:00,118.23,118.25,120.99,115.61,1327.4523954500003
2013-05-20 08:00:00,118.23,118.09,118.94,116.0,881.0578576200011
2013-05-21 08:00:00,116.9,117.0,118.6,116.9,1897.5483926199995
2013-05-22 08:00:00,117.9,119.11,120.0,117.0,2360.3498401400007
2013-05-23 08:00:00,118.45,123.83,124.25,118.41,4024.6573301499957
2013-05-24 08:00:00,123.84,128.7,130.0,122.4,7965.536714460045
2013-05-25 08:00:00,128.61,128.97,129.73,125.1,2715.8056130399978
2013-05-26 08:00:00,128.97,130.24,133.0,128.0,2883.2301361299924
2013-05-27 08:00:00,130.27,126.25,130.59,123.0,3535.3153651699963
2013-05-28 08:00:00,125.0,125.5,127.0,123.0,2584.017188629992
2013-05-29 08:00:00,126.06,130.35,140.68,125.67,3558.6165625200006
2013-05-30 08:00:00,130.35,126.7,131.0,124.15,4729.102657070001
2013-05-31 08:00:00,126.78,127.9,129.1,125.06,2267.478706539997
2013-06-01 08:00:00,127.73,128.77,129.0,127.0,815.1117393199993
2013-06-02 08:00:00,128.77,123.8,132.65,117.0,11892.971611849993
2013-06-03 08:00:00,123.41,123.1,132.87,117.0,4750.35164634001
2013-06-04 08:00:00,123.22,120.43,123.99,116.42,5195.531711939987
2013-06-05 08:00:00,120.3,121.19,122.37,119.6,1435.8722807399988
2013-06-06 08:00:00,121.33,119.28,121.33,118.0,1260.7073753199975
2013-06-07 08:00:00,118.4,111.07,119.0,107.0,9638.209809370004
2013-06-08 08:00:00,110.17,109.13,112.5,108.45,1943.2223178199815
2013-06-09 08:00:00,108.99,100.0,110.0,89.9,15769.872015019937
2013-06-10 08:00:00,100.0,104.18,108.0,93.0,9456.966566149988
2013-06-11 08:00:00,104.68,107.36,108.03,103.4,3419.508262049998
2013-06-12 08:00:00,107.07,106.68,119.0,105.0,4657.073810879999
2013-06-13 08:00:00,106.28,102.0,109.14,95.0,5813.817440850006
2013-06-14 08:00:00,101.86,99.0,107.36,97.0,5295.678983599991
2013-06-15 08:00:00,99.01,99.42,104.0,96.22,2397.848889410002
2013-06-16 08:00:00,99.43,99.0,101.1,98.66,1192.2101715700005
2013-06-17 08:00:00,99.0,100.49,101.01,98.3,1286.4402078700018
2013-06-18 08:00:00,100.39,104.12,108.5,99.99,6069.104177739991
2013-06-19 08:00:00,104.49,104.99,107.5,102.99,2830.346560239999
2013-06-20 08:00:00,104.83,104.55,108.0,102.38,5580.15645347
2013-06-21 08:00:00,103.0,101.29,105.0,91.0,5584.193995460012
2013-06-22 08:00:00,101.29,100.23,102.4,98.49,1390.418392149999
2013-06-23 08:00:00,100.0,100.4,101.5,98.6,796.2981047599998
2013-06-24 08:00:00,100.4,98.68,102.13,95.38,2801.0470020900025
2013-06-25 08:00:00,99.35,97.58,100.9,97.5,3395.164344160001
2013-06-26 08:00:00,98.5,98.69,100.0,96.99,1466.1279017399977
2013-06-27 08:00:00,98.01,96.31,98.72,96.31,1085.4747330400012
2013-06-28 08:00:00,96.31,89.79,96.52,88.01,7594.032282080028
2013-06-29 08:00:00,89.2,88.8,91.6,86.15,1766.1863614599931
2013-06-30 08:00:00,88.53,89.55,90.25,88.26,525.5426988200003
2013-07-01 08:00:00,89.58,83.5,91.56,1.0,10021.30520817001
2013-07-02 08:00:00,83.51,87.68,88.5,83.24,3732.32847998
2013-07-03 08:00:00,89.0,77.402,89.56,75.0,8688.24345300004
2013-07-04 08:00:00,77.33,79.4,82.0,70.04,7081.4483921600195
2013-07-05 08:00:00,79.4,67.0,79.4,64.0,13816.961176109991
2013-07-06 08:00:00,67.0,66.12,73.26,62.94,10426.965307850023
2013-07-07 08:00:00,66.12,73.98,74.07786,64.89,4403.968840049998
2013-07-08 08:00:00,73.96,74.35,77.0,70.0,8789.767706270013
2013-07-09 08:00:00,73.85,74.98,76.01,70.47,7041.325361009997
2013-07-10 08:00:00,74.93,86.12,87.0,74.83,10374.852418189985
2013-07-11 08:00:00,86.12,88.0,89.23,84.0,7510.966126280019
2013-07-12 08:00:00,87.81,90.2,101.39,86.64,15077.54108663008
2013-07-13 08:00:00,90.17,91.6,91.95,85.0,4116.227968849974
2013-07-14 08:00:00,91.69,90.07,93.0,88.88,2380.351401349994
2013-07-15 08:00:00,89.011,93.94,99.83,82.45,5898.457136150043
2013-07-16 08:00:00,93.75,91.6,94.0,84.7,2092.3585305399984
2013-07-17 08:00:00,91.58,91.48,92.8,89.22,2046.7274674899968
2013-07-18 08:00:00,90.85,85.27,91.23,77.0,7708.7348326000565
2013-07-19 08:00:00,85.01,86.53,87.1,83.4,4794.183161720011
2013-07-20 08:00:00,86.5,85.0,87.2,84.27,1301.9223731900004
2013-07-21 08:00:00,85.09,85.79,86.4,84.0,2113.5124119899997
2013-07-22 08:00:00,85.77,85.6,87.1,83.99,1354.677930089997
2013-07-23 08:00:00,85.55,86.95,88.67,82.99,3368.915233929988
2013-07-24 08:00:00,86.95,88.36,95.68,86.46,1618.342667289999
2013-07-25 08:00:00,88.42,90.24,91.99899,87.15,3345.3688632699873
2013-07-26 08:00:00,90.09,89.95,91.72,89.2,973.5339015700036
2013-07-27 08:00:00,89.95,88.02,90.11,87.8,1427.2840365199977
2013-07-28 08:00:00,88.02,92.46,94.0,87.92,3411.0675999399937
2013-07-29 08:00:00,92.01,93.37,93.73,90.54,2712.340327409998
2013-07-30 08:00:00,93.01,96.5,97.11,92.7,3558.877746249997
2013-07-31 08:00:00,96.68,98.18,101.03,95.1,5708.72022212001
2013-08-01 08:00:00,97.99,96.55,98.50297,95.21,3534.3333444799996
2013-08-02 08:00:00,96.55,95.85,98.7,93.75,5444.9531715299945
2013-08-03 08:00:00,95.82,95.49,97.23,94.67,2406.7126631999954
2013-08-04 08:00:00,95.5,96.38,96.7,95.5,1011.1694001900004
2013-08-05 08:00:00,96.38,97.4,98.91,96.21,2944.546697899995
2013-08-06 08:00:00,97.73,97.8,98.9,97.0,2531.289443749999
2013-08-07 08:00:00,97.8,97.0,98.3,95.5,1576.176272999997
2013-08-08 08:00:00,97.0,94.25,97.17,91.4,4701.134780280003
2013-08-09 08:00:00,94.27,92.28,95.51,89.51,5799.07629595998
2013-08-10 08:00:00,92.14,93.51,94.0,92.14,754.8018568999998
2013-08-11 08:00:00,93.51,94.0,94.52,93.2,703.22305316
2013-08-12 08:00:00,94.0,95.35,96.24,93.31,2950.842437169995
2013-08-13 08:00:00,95.12109,98.15,98.2,94.23,3644.091226569999
2013-08-14 08:00:00,97.99,99.16,101.0,97.36828,7832.144424459999
2013-08-15 08:00:00,99.4,98.08,100.01,96.24,1749.7438240200001
2013-08-16 08:00:00,98.39,98.3,99.0,96.53,1945.8118509800004
2013-08-17 08:00:00,98.27,99.4,99.7,97.5,1601.9101745399996
2013-08-18 08:00:00,100.0,99.25,100.0,98.42,929.1472360100003
2013-08-19 08:00:00,99.25,102.6,105.0,98.82,7038.317063100008
2013-08-20 08:00:00,102.85,104.94,104.94,100.48,3887.6506390099935
2013-08-21 08:00:00,104.94,110.43,114.45,104.57,9461.08726163004
2013-08-22 08:00:00,111.62,109.14,113.01,107.99,4026.722319850001
2013-08-23 08:00:00,109.12,107.89,110.0,104.3,5316.114096829996
2013-08-24 08:00:00,107.66,108.3,110.6,106.61,2760.9506516500014
2013-08-25 08:00:00,109.17,113.11,114.76,109.16,5981.711802200006
2013-08-26 08:00:00,113.12,112.45,113.9,110.0,4105.753568659996
2013-08-27 08:00:00,111.85,117.7,119.0,111.77,8861.297180580006
2013-08-28 08:00:00,118.0,118.0,119.76,116.0,3508.1617053800014
2013-08-29 08:00:00,117.95,118.5,121.0,117.29,2722.033720529999
2013-08-30 08:00:00,118.93,125.0,126.3,118.05,9634.039483530016
2013-08-31 08:00:00,124.89,127.8,134.94,123.75,12537.83420063003
2013-09-01 08:00:00,128.21,130.41,132.0,126.81,2117.6076231399993
2013-09-02 08:00:00,130.73,129.45,132.05,128.0,4229.804720609976
2013-09-03 08:00:00,129.23,129.18,131.0,126.9,3621.713633559993
2013-09-04 08:00:00,130.0,122.24,130.0,115.0,9377.233332980004
2013-09-05 08:00:00,122.22,122.63,127.99,115.81,7294.630830979971
2013-09-06 08:00:00,122.0,116.82,124.75,115.0,5683.341572649988
2013-09-07 08:00:00,116.0,119.76,121.10889,115.5,2899.8306176399947
2013-09-08 08:00:00,119.79,117.98,120.84,116.77,2707.4005149199975
2013-09-09 08:00:00,118.0,121.5,124.0,115.98561,8252.051216330028
2013-09-10 08:00:00,121.17,122.07,124.24,120.07,3626.92833386999
2013-09-11 08:00:00,122.34,126.34,127.64,118.39,9078.221234220027
2013-09-12 08:00:00,126.92,126.63,128.5,123.0,5161.999137479993
2013-09-13 08:00:00,126.63,127.18,129.11,124.82,2524.7711544400004
2013-09-14 08:00:00,126.23,124.5,127.98,122.53,3550.488280709987
2013-09-15 08:00:00,124.5,125.06,126.35,123.15,1973.2083203299994
2013-09-16 08:00:00,125.18,125.68,126.84,124.0,1710.2362809400001
2013-09-17 08:00:00,126.15,127.13,127.74,125.32,1790.2823946499996
2013-09-18 08:00:00,126.72,126.9,128.41,125.78,3950.891859759995
2013-09-19 08:00:00,127.0,124.38,127.63,123.39,3443.8726458299984
2013-09-20 08:00:00,123.8,122.91,126.01,121.5,3838.921053769994
2013-09-21 08:00:00,122.92,123.64,124.02,122.0,1023.9028820100015
2013-09-22 08:00:00,123.5,122.97,123.59,122.22,1078.4850535699998
2013-09-23 08:00:00,122.93,122.75,124.09,122.0,2465.011226290002
2013-09-24 08:00:00,123.0,124.09,124.19,121.89,3165.473743780001
2013-09-25 08:00:00,123.89,123.75,125.22,123.35,1900.35140246
2013-09-26 08:00:00,123.32,125.02,125.02,123.3,1002.2244638199998
2013-09-27 08:00:00,124.4,126.48,126.86,124.1,2578.6923297000017
2013-09-28 08:00:00,126.57,127.0,127.0,124.8,2488.4647703900023
2013-09-29 08:00:00,126.87,126.76,128.8,126.0,3011.1375808699963
2013-09-30 08:00:00,127.0,125.95,127.51,123.76,3072.5520195099994
2013-10-01 08:00:00,125.95,127.49,127.9399,125.81,2151.6491880699996
2013-10-02 08:00:00,127.2,103.85,128.5,83.26,38763.01727147994
2013-10-03 08:00:00,103.99,117.87,118.74,101.66,11393.820891870017
2013-10-04 08:00:00,117.87,121.94,123.25,117.41,6632.392759090018
2013-10-05 08:00:00,121.94,121.62,125.0,115.0,1451.61906773
2013-10-06 08:00:00,121.14,122.49,122.5,121.01,399.4405860000001
2013-10-07 08:00:00,122.26,123.48,124.45,120.8,4205.69134063
2013-10-08 08:00:00,123.5,124.11,125.16,122.02,5205.681232159986
2013-10-09 08:00:00,124.4,126.00071,127.99,123.36,6494.568026030012
2013-10-10 08:00:00,125.67,126.1,126.79,125.0,2321.7715053599936
2013-10-11 08:00:00,126.46,126.9,127.4,125.54,2177.8024651100027
2013-10-12 08:00:00,126.9,127.8,127.96,126.65,1651.5351907800018
2013-10-13 08:00:00,127.6,132.86,133.23,127.55,6020.834652359997
2013-10-14 08:00:00,132.6,135.4,139.99,132.0,12310.34214810011
2013-10-15 08:00:00,135.47,144.39,150.0,134.09,10815.778403459999
2013-10-16 08:00:00,144.39,137.56,147.0,137.21,15517.284349850017
2013-10-17 08:00:00,137.54,143.94,144.98,133.99,5237.287518719999
2013-10-18 08:00:00,143.49,153.0,155.25,143.0,14115.901883520075
2013-10-19 08:00:00,152.89,166.5,178.5,151.5,20875.72607251994
2013-10-20 08:00:00,168.0,166.89,168.875,162.31,3857.319177519999
2013-10-21 08:00:00,166.44,180.37,183.0,166.0,12821.428176680001
2013-10-22 08:00:00,180.5,191.75,215.0,179.1,18464.692466280012
2013-10-23 08:00:00,194.5,203.99,212.89,187.0,13848.18262815006
2013-10-24 08:00:00,204.5,193.72,210.995,155.81,41374.66016419947
2013-10-25 08:00:00,194.0,187.5,195.13,167.75,20163.723578379966
2013-10-26 08:00:00,186.62,179.55,190.0,175.21,6283.299156779988
2013-10-27 08:00:00,179.56,196.7,198.75,179.1,6583.209658140081
2013-10-28 08:00:00,196.0,196.01,199.0,192.15,5605.262493600005
2013-10-29 08:00:00,196.01,204.69,205.0,195.37,8092.446176200016
2013-10-30 08:00:00,203.7,198.74,206.0,195.05,14204.40543807007
2013-10-31 08:00:00,198.7,202.52,204.0,195.28,5287.088513340003
2013-11-01 08:00:00,203.79,201.754999,204.0,200.5,1950.885338440002
2013-11-02 08:00:00,202.24,204.94,205.79,201.33,4054.6648256499943
2013-11-03 08:00:00,204.67,213.8975,219.89,203.0,4806.655272030006
2013-11-04 08:00:00,213.949,226.5049999,230.5,211.0,11528.762052720187
2013-11-05 08:00:00,227.29,242.88,250.75,225.44,23917.370632010065
2013-11-06 08:00:00,242.6,263.24,265.0,240.6,27950.677252957204
2013-11-07 08:00:00,263.5,291.0,297.79,262.0,35703.83903499993
2013-11-08 08:00:00,290.8,333.9,334.95,288.89,22587.48989739995
2013-11-09 08:00:00,333.9,338.22941,386.0,297.0,30872.018576999708
2013-11-10 08:00:00,339.39,325.0,340.0,265.11,35022.977591829505
2013-11-11 08:00:00,322.24,344.27,357.95,311.56,10389.987992850036
2013-11-12 08:00:00,347.0,354.96,400.0,340.0,13163.952628200035
2013-11-13 08:00:00,355.45,399.9,414.73,355.45,13150.855184540078
2013-11-14 08:00:00,399.89,413.53499,423.5,392.8,14424.461861260084
2013-11-15 08:00:00,415.16,412.0,439.94,388.011,17611.60025431023
2013-11-16 08:00:00,412.0,434.52,448.95,410.0,9971.61084252013
2013-11-17 08:00:00,434.53,492.0,499.99,434.53,9939.605549580221
2013-11-18 08:00:00,492.39,689.0,775.0,490.11,22783.134565929584
2013-11-19 08:00:00,690.0,537.0,909.0,360.0,36107.292589808974
2013-11-20 08:00:00,535.01,599.12,630.0,450.01,27939.09199297966
2013-11-21 08:00:00,599.12,730.0,745.0,589.9,17157.12553400013
2013-11-22 08:00:00,727.0301,806.3,839.77,682.32,12996.995289360082
2013-11-23 08:00:00,815.0,847.666666,886.876543,775.0,9697.729575360123
2013-11-24 08:00:00,847.5,815.0,860.0,745.0,11931.468818790134
2013-11-25 08:00:00,814.16,818.98,844.579,768.0,9443.714091790052
2013-11-26 08:00:00,813.14,952.0,960.0,800.0,10075.597245590068
2013-11-27 08:00:00,955.01,963.0,969.99,894.0,13045.782241860139
2013-11-28 08:00:00,962.01,1016.1,1050.34,945.0,9436.590983620064
2013-11-29 08:00:00,1015.79,1132.0,1142.0,999.12,9112.60453110012
2013-11-30 08:00:00,1131.0,1119.52,1171.25,1090.0,4977.059406070034
2013-12-01 08:00:00,1119.8,955.0,1126.0,780.0,31224.84780544965
2013-12-02 08:00:00,950.2601,1037.07,1059.0,936.0,12076.809572390084
2013-12-03 08:00:00,1037.11,1055.0,1089.88,1000.0,5606.717567200016
2013-12-04 08:00:00,1055.0,1138.5,1175.0,1051.0,6797.527315430033
2013-12-05 08:00:00,1135.0,1023.87,1141.0,848.42,23511.645997600135
2013-12-06 08:00:00,1029.02,820.0,1032.04,790.0,28781.871316809284
2013-12-07 08:00:00,815.0,693.0,842.23,538.0,43628.16925120942
2013-12-08 08:00:00,692.99,784.9,790.39,650.0,13381.650943720095
2013-12-09 08:00:00,786.0,899.01,901.0,767.21,15615.239910150194
2013-12-10 08:00:00,899.94,983.0,992.0,895.0,11644.110079620128
2013-12-11 08:00:00,982.9697,879.3,990.0,804.26,15622.933990440075
2013-12-12 08:00:00,879.4,873.0,893.97,838.0,8407.605301740046
2013-12-13 08:00:00,872.97,885.02,923.71,850.02,9499.237050980004
2013-12-14 08:00:00,885.1,850.78,888.8970413,840.0,4137.407132819994
2013-12-15 08:00:00,854.98,859.71,871.8845,805.0,11388.01317825032
2013-12-16 08:00:00,860.33,690.0,864.0,650.9088,28828.672244709836
2013-12-17 08:00:00,690.0,675.0,751.0,613.0,24688.82978812997
2013-12-18 08:00:00,675.0,520.01,679.038754,381.51,80358.81419142886
2013-12-19 08:00:00,519.74,684.99,700.0,491.0,37418.633264790216
2013-12-20 08:00:00,685.0,609.01,721.0,570.0,26056.050911078702
2013-12-21 08:00:00,608.77,595.03,649.0,568.0,12661.238272620301
2013-12-22 08:00:00,595.06,614.999,674.39,574.0123,13689.703312960244
2013-12-23 08:00:00,612.66,654.76,669.0,608.01,8550.81498574018
2013-12-24 08:00:00,654.76,651.83,670.0,627.0,6806.6433429500685
2013-12-25 08:00:00,653.57,679.5,681.0,635.0,3822.4551695999867
2013-12-26 08:00:00,680.78,757.3889,764.0,677.0,18161.485274850136
2013-12-27 08:00:00,748.48,720.61,763.0,704.0123,11270.522044560053
2013-12-28 08:00:00,724.75,712.2,740.01,690.0,10090.227559100058
2013-12-29 08:00:00,715.01,728.3,732.0,700.0123,6131.655682009994
2013-12-30 08:00:00,726.82,736.5,740.62618,724.73,4234.640654290006
2013-12-31 08:00:00,735.5,729.99,740.0,710.02,8561.289440570086
2014-01-01 08:00:00,730.24,754.22,757.0,730.24,5883.99695487001
2014-01-02 08:00:00,751.88,784.34,800.0,742.52,9584.914533530084
2014-01-03 08:00:00,784.12,807.0,818.99,768.0,10253.887743640118
2014-01-04 08:00:00,808.5,829.0,830.4,791.04,10768.597887330123
2014-01-05 08:00:00,829.9,905.36,939.8,825.0,18946.65709160994
2014-01-06 08:00:00,905.0,919.24,995.0,875.181,21038.62548686984
2014-01-07 08:00:00,915.7,781.0,943.15,781.0,25356.840649809303
2014-01-08 08:00:00,785.01,824.89,849.0,765.0,20372.531727689955
2014-01-09 08:00:00,824.89,826.2,846.35,779.99,15871.60252311025
2014-01-10 08:00:00,825.5,853.02,860.64,799.98,8011.793368300049
2014-01-11 08:00:00,850.0,896.59,915.0,848.0,10520.596071380181
2014-01-12 08:00:00,898.5,842.1,906.0,824.45143,10376.84343691013
2014-01-13 08:00:00,842.01,824.5,844.68,784.0,14308.708705180241
2014-01-14 08:00:00,823.17,816.0,836.99,802.3,4816.783621080026
2014-01-15 08:00:00,816.0,842.111,850.25,811.25,7238.156980860069
2014-01-16 08:00:00,842.101,812.48,847.68,812.48,3686.649581240004
2014-01-17 08:00:00,812.48,800.0,820.22,765.03,11514.717866400286
2014-01-18 08:00:00,798.99,811.22,820.0,794.93,3987.647769870015
2014-01-19 08:00:00,811.2,841.11,842.0,794.41,6661.725512150129
2014-01-20 08:00:00,842.07,827.11,844.99,815.01,5520.237304620055
2014-01-21 08:00:00,826.02,824.34,834.17,813.6,2891.5002399100044
2014-01-22 08:00:00,824.89,818.0,826.5,803.1,2938.54753894001
2014-01-23 08:00:00,817.99,811.01,823.0,802.52,2838.9796116500047
2014-01-24 08:00:00,811.01,778.0,812.7689,767.23,11262.94239146022
2014-01-25 08:00:00,778.13,805.4,817.0,774.38,4713.798033810023
2014-01-26 08:00:00,806.81,815.0,836.7318,794.64,7513.570533680044
2014-01-27 08:00:00,815.0,750.0,824.9999,726.5,15629.68186936023
2014-01-28 08:00:00,748.123,784.0001,814.5,741.214,13647.500264350227
2014-01-29 08:00:00,785.0,791.56,805.0,781.4417,3865.881678760033
2014-01-30 08:00:00,792.69,801.5,812.65489,770.0,8205.382344480058
2014-01-31 08:00:00,799.5,803.5,809.6746,793.0,3912.044572699998
2014-02-01 08:00:00,803.58,812.5211,829.0,801.0,4537.374390300001
2014-02-02 08:00:00,815.52,814.222,827.2,811.0,3149.537158990005
2014-02-03 08:00:00,814.222,806.01,815.2,798.5,3446.6951527200026
2014-02-04 08:00:00,806.01,802.69,814.4,795.2,3363.6333192200004
2014-02-05 08:00:00,800.0,778.03,807.48,777.85,5215.2801681800165
2014-02-06 08:00:00,782.0,763.11,829.0,678.03,21114.519128129985
2014-02-07 08:00:00,763.99,702.0,764.0,620.0,42788.42467523951
2014-02-08 08:00:00,702.0,680.49,723.97,667.0,11122.256599310113
2014-02-09 08:00:00,680.49,689.0,728.89934978,666.53,12068.699384190068
2014-02-10 08:00:00,686.11000001,686.8313,703.0,200.0,41511.80312123953
2014-02-11 08:00:00,686.0,674.5,721.35,631.2,39535.07122796955
2014-02-12 08:00:00,674.5,652.05,684.9,642.0,12849.018104100147
2014-02-13 08:00:00,652.01,605.5,658.9899,603.43,17145.878630940228
2014-02-14 08:00:00,605.6,668.0,710.0,535.0,53681.715135878905
2014-02-15 08:00:00,668.51,651.92,670.99,633.3,10825.1136829301
2014-02-16 08:00:00,654.78,621.0,670.9999,585.0,16745.73151299008
2014-02-17 08:00:00,622.19,630.0,664.0,611.0,15689.952436450109
2014-02-18 08:00:00,630.0,627.95,651.3,611.304999,8466.246149790133
2014-02-19 08:00:00,627.95,621.75,636.85,617.89,4709.120405240045
2014-02-20 08:00:00,624.0,561.2,629.0,561.0,25273.82887190948
2014-02-21 08:00:00,561.4,580.0,588.48969696,530.0,28461.845583439663
2014-02-22 08:00:00,580.99,608.7,619.0,562.0,14729.974858170157
2014-02-23 08:00:00,610.26,607.15175,644.93,601.0,15800.308571280137
2014-02-24 08:00:00,606.1111,535.9999,614.89,531.1,34116.36009537961
2014-02-25 08:00:00,533.01,534.6,549.0,400.0,94547.09799394151
2014-02-26 08:00:00,534.69,584.0,609.0,526.7501,37713.73100514951
2014-02-27 08:00:00,586.49,583.89,601.2,568.75,12035.795728819672
2014-02-28 08:00:00,582.01,554.25,591.18,545.0,15293.342383790095
2014-03-01 08:00:00,552.26,568.75,577.25,540.2044,8617.721637510076
2014-03-02 08:00:00,566.5,565.37191,572.24,555.161,3126.2185968400095
2014-03-03 08:00:00,566.0,680.98,719.25,563.0,50919.54169329012
2014-03-04 08:00:00,680.98,672.0,703.85,658.5,25025.608161719527
2014-03-05 08:00:00,672.59999999,669.61,678.9999,651.21,8381.318000060102
2014-03-06 08:00:00,669.61,668.0,676.43,648.7,7057.99015509007
2014-03-07 08:00:00,667.0,631.01,669.0,616.23,17234.696282309902
2014-03-08 08:00:00,632.99999999,616.8001,639.999,600.6,10971.437405330073
2014-03-09 08:00:00,616.9,638.5,654.999,610.25,8290.108668070057
2014-03-10 08:00:00,638.52,626.9801,648.3,606.0,11575.115673160057
2014-03-11 08:00:00,626.9801,634.01,641.9999,615.31,3634.0808200000083
2014-03-12 08:00:00,634.01,636.2296,654.0,631.0,7287.424688260084
2014-03-13 08:00:00,636.10235,644.18,648.0,634.5001,3312.9606755300283
2014-03-14 08:00:00,643.1,627.98,645.0,623.5,5526.435395300013
2014-03-15 08:00:00,628.89,635.45,639.8899,626.3,1735.629361430003
2014-03-16 08:00:00,635.45,633.0,638.0,628.5801,1902.571185060003
2014-03-17 08:00:00,632.0,623.8,632.5,619.2,3761.8436880199924
2014-03-18 08:00:00,623.8,615.5999,623.8,600.0,7736.268284850014
2014-03-19 08:00:00,615.5999,609.0,622.2,605.9841,3436.667901929993
2014-03-20 08:00:00,608.9841,586.5551,609.0,584.0,8100.060636100053
2014-03-21 08:00:00,588.8294,570.9999,605.96,555.5,19202.284553409834
2014-03-22 08:00:00,570.9798,563.0,574.24,550.09,6731.315742180033
2014-03-23 08:00:00,563.0,558.0,571.0,555.0,4833.223373840042
2014-03-24 08:00:00,557.8884,585.6587,590.0,550.5,9275.287687320237
2014-03-25 08:00:00,584.9899,583.9899,586.0,568.55,4902.034030560133
2014-03-26 08:00:00,583.89,576.6,593.25,566.51,7649.230713540164
2014-03-27 08:00:00,577.9999,474.0,579.4799,465.0,41023.55166030982
2014-03-28 08:00:00,475.0,502.25,533.36,470.0,35985.21421179936
2014-03-29 08:00:00,502.4996,492.4398,507.99,485.45,4635.166855580054
2014-03-30 08:00:00,490.01,460.9999,491.9999,436.2,26151.130134719566
2014-03-31 08:00:00,460.6,456.9899,488.0,436.1,22069.336965839957
2014-04-01 08:00:00,456.3,479.9181,513.9,453.4,19999.30851216009
2014-04-02 08:00:00,477.53,437.2203,496.2,431.2,29119.104617599827
2014-04-03 08:00:00,436.5301,447.9999,463.0,415.46,24590.406497779764
2014-04-04 08:00:00,447.1161,447.0211,458.5899,430.2,10562.85726875013
2014-04-05 08:00:00,448.001,463.99,464.5,444.395,4573.757416050061
2014-04-06 08:00:00,463.5,458.78,465.9998,450.0,2952.406606150046
